74.75	27.79	0
74.7932426346	27.965755559	20
74.8366263503	28.1414975564	40
74.880152648	28.3172258469	60
74.9238230433	28.4929402838	80
74.9676390671	28.6686407186	100
75.0116022655	28.8443270017	120
75.0557142	29.0199989817	140
75.099976448	29.1956565058	160
75.144390603	29.3712994194	180
75.1889582745	29.5469275666	200
75.2336810887	29.7225407897	220
75.2785606882	29.8981389294	240
75.323598733	30.0737218246	260
75.3687969	30.2492893126	280
75.4141568837	30.4248412292	300
75.4596803964	30.600377408	320
75.5053691682	30.7758976811	340
75.5512249478	30.9514018789	360
75.5972495022	31.1268898296	380
75.6434446173	31.3023613598	400
75.6898120981	31.4778162943	420
75.7363537692	31.6532544557	440
75.7830714747	31.8286756648	460
75.8299670788	32.0040797405	480
75.8770424659	32.1794664996	500
75.9242995412	32.3548357567	520
75.9717402307	32.5301873247	540
76.0193664817	32.7055210141	560
76.067180263	32.8808366333	580
76.1151835655	33.0561339886	600
76.1633784022	33.2314128841	620
76.2117668087	33.4066731217	640
76.2603508436	33.5819145008	660
76.3091325888	33.7571368188	680
76.3581141497	33.9323398705	700
76.4072976559	34.1075234485	720
76.4566852615	34.2826873428	740
76.506279145	34.4578313411	760
76.5560815104	34.6329552286	780
76.6060945872	34.8080587877	800
76.6563206308	34.9831417985	820
76.7067619229	35.1582040384	840
76.7574207722	35.3332452822	860
76.8082995144	35.5082653018	880
76.859400513	35.6832638665	900
76.9107261594	35.8582407427	920
76.9622788737	36.0331956942	940
77.014061105	36.2081284816	960
77.0660753315	36.3830388628	980
77.1183240619	36.5579265926	1000
77.1708098347	36.7327914227	1020
77.2235352196	36.9076331019	1040
77.2765028177	37.0824513757	1060
77.3297152619	37.2572459866	1080
77.3831752175	37.4320166737	1100
77.4368853828	37.6067631728	1120
77.4908484895	37.7814852166	1140
77.5450673033	37.956182534	1160
77.5995446245	38.1308548508	1180
77.6542832885	38.3055018891	1200
77.7092861666	38.4801233674	1220
77.7645561662	38.6547190008	1240
77.8200962315	38.8292885004	1260
77.8759093446	39.0038315737	1280
77.9319985254	39.1783479243	1300
77.9883668326	39.3528372521	1320
78.0450173645	39.5272992528	1340
78.1019532593	39.7017336181	1360
78.1591776961	39.8761400359	1380
78.2	40	1394.20556815
