91.86	21.78	0
91.8914733664	21.9574766571	20
91.9230254391	22.1349473036	40
91.9546571187	22.3124118705	60
91.9863693133	22.4898702882	80
92.0181629386	22.6673224865	100
92.0500389181	22.8447683947	120
92.0819981831	23.0222079414	140
92.1140416728	23.1996410547	160
92.1461703347	23.377067662	180
92.1783851241	23.55448769	200
92.210687005	23.7319010649	220
92.2430769496	23.9093077121	240
92.2755559388	24.0867075564	260
92.3081249621	24.2641005221	280
92.3407850179	24.4414865324	300
92.3735371134	24.6188655102	320
92.4063822652	24.7962373776	340
92.4393214987	24.9736020558	360
92.4723558489	25.1509594656	380
92.5054863604	25.3283095268	400
92.5387140871	25.5056521584	420
92.5720400931	25.682987279	440
92.6054654519	25.8603148061	460
92.6389912476	26.0376346566	480
92.6726185742	26.2149467464	500
92.7063485361	26.3922509908	520
92.7401822484	26.5695473043	540
92.7741208366	26.7468356005	560
92.8081654373	26.924115792	580
92.842317198	27.1013877907	600
92.8765772774	27.2786515078	620
92.9109468454	27.4559068534	640
92.9454270837	27.6331537366	660
92.9800191853	27.810392066	680
93.0147243553	27.9876217488	700
93.0495438108	28.1648426917	720
93.0844787811	28.3420548001	740
93.1195305079	28.5192579787	760
93.1547002454	28.696452131	780
93.1899892606	28.8736371597	800
93.2253988337	29.0508129664	820
93.2609302576	29.2279794517	840
93.296584839	29.4051365151	860
93.3323638979	29.5822840552	880
93.3682687681	29.7594219694	900
93.4043007976	29.936550154	920
93.4404613483	30.1136685042	940
93.4767517967	30.2907769143	960
93.5131735338	30.4678752771	980
93.5497279655	30.6449634845	1000
93.5864165129	30.8220414272	1020
93.6232406122	30.9991089946	1040
93.6602017153	31.176166075	1060
93.6973012898	31.3532125553	1080
93.7345408194	31.5302483215	1100
93.7719218042	31.707273258	1120
93.8094457604	31.8842872479	1140
93.8471142215	32.0612901734	1160
93.8849287378	32.2382819148	1180
93.9228908769	32.4152623515	1200
93.961002224	32.5922313614	1220
93.9992643823	32.7691888209	1240
94.0376789729	32.9461346051	1260
94.0762476356	33.1230685876	1280
94.1149720287	33.2999906406	1300
94.1538538296	33.4769006348	1320
94.1928947351	33.6537984393	1340
94.2320964614	33.8306839218	1360
94.2714607449	34.0075569485	1380
94.31	34.18	1399.50044925
