86.19048917497358  48.40677011461543  ""  ""  ""  ""
87.26048072922963  47.95899856258241  ""  ""  ""  ""
88.63381032126314  47.28489728636356  ""  ""  ""  ""
89.88406785749311  46.69113083113448  ""  ""  ""  ""
90.96952692677823  46.09431507748302  ""  ""  ""  ""
>
83.50253493185267  44.50902737263944  ""  ""  ""  ""
84.60747142693893  44.1562634102354  ""  ""  ""  ""
85.62565210618644  43.963603193147  ""  ""  ""  ""
86.38010008190088  43.76153934827348  ""  ""  ""  ""
87.30087041380178  43.60861087336926  ""  ""  ""  ""
87.85436399851011  43.70564395423209  ""  ""  ""  ""
88.22707627723108  43.97782788666569  ""  ""  ""  ""
88.41175527704843  43.98135619478145  ""  ""  ""  ""
88.58545661683844  43.93414604766451  ""  ""  ""  ""
89.0981487763427  43.72554608369404  ""  ""  ""  ""
89.77141624804713  43.61481284916929  ""  ""  ""  ""
90.5752196494048  43.64597080260457  ""  ""  ""  ""
91.10508204521824  43.66464698409371  ""  ""  ""  ""
91.66200074693461  43.66825935560652  ""  ""  ""  ""
>
75.56862284275992  40.01340242978293  ""  ""  ""  ""
77.16657404249511  40.43615821639987  ""  ""  ""  ""
78.01487299731573  40.80088175297681  ""  ""  ""  ""
78.60582321364052  41.19193694926843  ""  ""  ""  ""
78.95852493937127  41.36398327810895  ""  ""  ""  ""
79.45627674516733  41.71530831313037  ""  ""  ""  ""
80.27154416798997  41.97329018287078  ""  ""  ""  ""
81.27276717230214  42.10827038949902  ""  ""  ""  ""
82.02985962607727  42.20956652397518  ""  ""  ""  ""
82.84608545146989  42.41688119407471  ""  ""  ""  ""
83.69517667200785  42.52244364073307  ""  ""  ""  ""
84.33504518532932  42.47185148175065  ""  ""  ""  ""
84.9033162246167  42.34020807704999  ""  ""  ""  ""
85.55305786355979  42.06791089124658  ""  ""  ""  ""
86.24971001894055  41.76694089437859  ""  ""  ""  ""
86.95083777615977  41.59703207780655  ""  ""  ""  ""
88.13912376160653  41.53466454848768  ""  ""  ""  ""
88.99028403534226  41.45557517844686  ""  ""  ""  ""
89.8256084546959  41.33647374747914  ""  ""  ""  ""
90.50629783921995  41.40771749631732  ""  ""  ""  ""
91.11011993043869  41.53259421819011  ""  ""  ""  ""
>
79.16552827565036  34.3202107883621  ""  ""  ""  ""
79.82676750712543  34.35756412393567  ""  ""  ""  ""
80.3587763073776  34.53303738486431  ""  ""  ""  ""
81.20492526310738  34.98364362535283  ""  ""  ""  ""
82.22396726086951  35.72550433848583  ""  ""  ""  ""
83.05981553606938  36.27623856009723  ""  ""  ""  ""
84.15002518420634  36.79928194513352  ""  ""  ""  ""
85.18908300714105  37.24063465951053  ""  ""  ""  ""
86.48301525563257  37.64699161000814  ""  ""  ""  ""
87.74882077334198  37.93407394876989  ""  ""  ""  ""
89.11483162962018  38.1826724611019  ""  ""  ""  ""
89.86665895800941  38.40506178461226  ""  ""  ""  ""
90.86288808055647  38.72778757066924  ""  ""  ""  ""
92.08298556632198  39.05915729484904  ""  ""  ""  ""
92.94633424059961  39.2330696304883  ""  ""  ""  ""
93.47176463518453  39.35849914793818  ""  ""  ""  ""
93.94633242455964  39.39637774154747  ""  ""  ""  ""
94.69556836244706  39.50294931633197  ""  ""  ""  ""
95.18231996240687  39.62068373875439  ""  ""  ""  ""
96.04274784495604  39.91035720037694  ""  ""  ""  ""
96.92362998719975  40.06634899609787  ""  ""  ""  ""
97.93179720742857  40.07793949654463  ""  ""  ""  ""
99.01363227424758  40.26540969545584  ""  ""  ""  ""
99.86789024224245  40.31997474268253  ""  ""  ""  ""
>
91.79710354326974  44.28608366555876  ""  ""  ""  ""
92.50611424219517  44.00670335052782  ""  ""  ""  ""
93.11280899958354  43.87969832378404  ""  ""  ""  ""
93.65129479155124  43.72864608232433  ""  ""  ""  ""
94.40896832298736  43.49504511303788  ""  ""  ""  ""
94.99699912231395  43.27826884305671  ""  ""  ""  ""
95.72285643760674  43.19958533079154  ""  ""  ""  ""
96.00096652130495  43.18592872614021  ""  ""  ""  ""
>
91.20085068521746  41.75277668772976  ""  ""  ""  ""
91.82751953901624  41.66505251061642  ""  ""  ""  ""
92.53786657732678  41.7284090798525  ""  ""  ""  ""
94.02141999915585  41.76970815043359  ""  ""  ""  ""
95.14376160124732  41.96843138245993  ""  ""  ""  ""
95.86132298117346  42.18179096419387  ""  ""  ""  ""
96.8557974777472  42.39303942279634  ""  ""  ""  ""
98.09237247468434  42.5126936427875  ""  ""  ""  ""
98.65781066776091  42.54120265417974  ""  ""  ""  ""
>
73.51268811271999  39.35811500424288  ""  ""  ""  ""
74.66407709284674  39.33657208935738  ""  ""  ""  ""
75.10800494724796  39.25567233685023  ""  ""  ""  ""
75.81537760366095  38.85931333345138  ""  ""  ""  ""
76.19551652558418  38.24927665356116  ""  ""  ""  ""
76.42086171944487  37.79142158068  ""  ""  ""  ""
76.75829491467476  37.20739298296977  ""  ""  ""  ""
77.33317603152759  36.79581991271554  ""  ""  ""  ""
78.10959230155021  36.7131161975632  ""  ""  ""  ""
78.79773278145666  36.62328357592271  ""  ""  ""  ""
79.42610034250689  36.38237631029013  ""  ""  ""  ""
80.21610916761867  36.15358346883107  ""  ""  ""  ""
80.9281117768921  36.0057269061463  ""  ""  ""  ""
81.71350748190008  36.15268017329237  ""  ""  ""  ""
82.55576498542366  36.25454099882942  ""  ""  ""  ""
83.39750503374988  36.43559821426695  ""  ""  ""  ""
>
76.32130525519739  36.34279836901931  ""  ""  ""  ""
76.94682751769688  36.25116068162299  ""  ""  ""  ""
